household_id,person_id,sample_weight,province,age_group,gender,marital_status,after_tax_income,household_size,household_composition,household_maj_income_flag,after_tax_low_income_flag,before_tax_low_income_flag,after_tax_below_lim_flag,disposable_income_below_mbm_flag,ownership_of_dwelling,monthly_mortgage_payment,monthly_condo_fee,monthly_rent,rent_subsidy_flag,core_housing_need_indicator,adult_food_security_status,child_food_security_status,household_food_security_status,atinc35,total_household_costs,affordable_housing_flag,income_bracket,housing_costs_flag
12911,1291101,192.1512,Nova Scotia,65 to 69 years,Male,Married,287975.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,8400.23075,0.0,Yes,> 200k,House paid in full
12962,1296202,149.6612,Nova Scotia,55 to 59 years,Female,Married,47440.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1383.8248,0.0,Yes,40k - 60k,House paid in full
12968,1296801,234.2488,Nova Scotia,30 to 34 years,Male,Married,73110.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1500.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2132.6187,1500.0,Yes,60k - 80k,$800 - $1600 /month
13077,1307701,199.8548,Nova Scotia,35 to 39 years,Male,Married,50935.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1485.77395,800.0,Yes,40k - 60k,$800 - $1600 /month
13088,1308802,268.6808,Nova Scotia,50 to 54 years,Female,"Separated, divorced or widowed",41840.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1220.4728,0.0,Yes,40k - 60k,House paid in full
13105,1310501,157.2145,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",32670.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,952.9839000000001,0.0,Yes,< 40k,House paid in full
13119,1311901,189.3943,Nova Scotia,50 to 54 years,Male,Single (never married),10925.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Owned by a member of the household,400.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,318.68225,400.0,No,< 40k,< $800/month
13132,1313201,180.875,Nova Scotia,50 to 54 years,Male,Single (never married),30020.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,875.6834,0.0,Yes,< 40k,House paid in full
13144,1314401,147.3346,Nova Scotia,70 years and over,Male,Single (never married),19175.0,1,One person household,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,500.0,Not stated,Valid skip,Marginally food insecure,Valid skip,Marginally food insecure,559.33475,500.0,Yes,< 40k,< $800/month
13148,1314802,104.7238,Nova Scotia,70 years and over,Female,Married,41340.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1205.8878,0.0,Yes,40k - 60k,House paid in full
13154,1315401,168.1445,Nova Scotia,55 to 59 years,Male,Married,69620.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2030.8154000000002,0.0,Yes,60k - 80k,House paid in full
13170,1317001,198.5788,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",20800.0,1,One person household,Yes,No,Yes,Yes,Yes,Not owned by a member of the household,,,900.0,No,In core housing need,Food secure,Valid skip,Food secure,606.736,900.0,No,< 40k,$800 - $1600 /month
13186,1318602,357.2221,Nova Scotia,25 to 29 years,Female,Common-law,45180.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1200.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1317.9006000000002,1200.0,Yes,40k - 60k,$800 - $1600 /month
13261,1326101,186.6839,Nova Scotia,45 to 49 years,Female,Not stated,12425.0,2,Two or more person household/One economic family,Yes,No,Yes,Yes,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Severely food insecure,Valid skip,Severely food insecure,362.43725,0.0,Yes,< 40k,House paid in full
13292,1329201,235.0232,Nova Scotia,60 to 64 years,Female,"Separated, divorced or widowed",30075.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,Not stated,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,877.2877500000001,1000.0,No,< 40k,$800 - $1600 /month
13305,1330501,646.8452,Nova Scotia,25 to 29 years,Male,Single (never married),24220.0,3,Two or more person household/Two or more economic families,Yes,No,No,No,Yes,Not owned by a member of the household,,,1000.0,No,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,706.4974000000001,1000.0,No,< 40k,$800 - $1600 /month
13410,1341001,159.153,Nova Scotia,70 years and over,Male,"Separated, divorced or widowed",21950.0,1,One person household,Yes,No,No,Yes,No,Not owned by a member of the household,,,1100.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,640.2815,1100.0,No,< 40k,$800 - $1600 /month
13437,1343701,154.3075,Nova Scotia,55 to 59 years,Female,Single (never married),48070.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Marginally food insecure,Valid skip,Marginally food insecure,1402.2019,0.0,Yes,40k - 60k,House paid in full
13453,1345301,137.4215,Nova Scotia,60 to 64 years,Male,Married,55125.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1607.9962500000001,0.0,Yes,40k - 60k,House paid in full
13462,1346201,113.8035,Nova Scotia,65 to 69 years,Female,Married,48940.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1427.5798,0.0,Yes,40k - 60k,House paid in full
13504,1350401,143.7864,Nova Scotia,55 to 59 years,Male,Married,12425.0,2,Two or more person household/One economic family,Yes,Yes,Yes,Yes,Yes,Owned by a member of the household,1400.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,362.43725,1400.0,No,< 40k,$800 - $1600 /month
13508,1350801,140.6221,Nova Scotia,70 years and over,Male,Married,21275.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,620.59175,0.0,Yes,< 40k,House paid in full
13517,1351701,149.3923,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",21850.0,1,One person household,Yes,No,No,Yes,No,Not owned by a member of the household,,,500.0,No,Valid skip,Food secure,Valid skip,Food secure,637.3645,500.0,Yes,< 40k,< $800/month
13527,1352701,193.1137,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",29490.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,No,Not in core housing need,Food secure,Valid skip,Food secure,860.2233,700.0,Yes,< 40k,< $800/month
13536,1353601,123.1952,Nova Scotia,50 to 54 years,Female,"Separated, divorced or widowed",64160.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1871.5472000000002,1100.0,Yes,60k - 80k,$800 - $1600 /month
13538,1353801,135.9247,Nova Scotia,70 years and over,Male,Married,22900.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Not owned by a member of the household,,,300.0,No,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,667.993,300.0,Yes,< 40k,< $800/month
13564,1356402,164.6555,Nova Scotia,25 to 29 years,Male,Married,43330.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1263.9361000000001,800.0,Yes,40k - 60k,$800 - $1600 /month
13569,1356901,129.2166,Nova Scotia,70 years and over,Male,"Separated, divorced or widowed",26935.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,785.6939500000001,0.0,Yes,< 40k,House paid in full
13580,1358001,204.5118,Nova Scotia,70 years and over,Female,Single (never married),68650.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,1800.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2002.5205,1800.0,Yes,60k - 80k,$1600 - $2400 /month
13617,1361702,162.965,Nova Scotia,25 to 29 years,Male,Married,42110.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1600.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1228.3487,1600.0,No,40k - 60k,$1600 - $2400 /month
13631,1363101,97.4393,Nova Scotia,40 to 44 years,Male,Single (never married),67915.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,1300.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1981.0805500000001,1300.0,Yes,60k - 80k,$800 - $1600 /month
13664,1366401,154.5539,Nova Scotia,60 to 64 years,Male,Married,49630.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2100.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1447.7071,2100.0,No,40k - 60k,$1600 - $2400 /month
13675,1367502,228.3326,Nova Scotia,70 years and over,Male,Married,47830.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1395.2011,0.0,Yes,40k - 60k,House paid in full
13683,1368302,112.8331,Nova Scotia,70 years and over,Male,Married,22675.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,661.42975,0.0,Yes,< 40k,House paid in full
13729,1372901,167.606,Nova Scotia,25 to 29 years,Female,Single (never married),48295.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,No,Not in core housing need,Food secure,Marginally food insecure,Marginally food insecure,1408.7651500000002,1000.0,Yes,40k - 60k,$800 - $1600 /month
13741,1374101,197.3673,Nova Scotia,65 to 69 years,Female,Married,52360.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2200.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1527.3412,2200.0,No,40k - 60k,$1600 - $2400 /month
13748,1374801,130.6724,Nova Scotia,50 to 54 years,Female,Married,39420.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1149.8814,0.0,Yes,< 40k,House paid in full
13789,1378901,144.2367,Nova Scotia,60 to 64 years,Male,Married,42730.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1246.4341000000002,0.0,Yes,40k - 60k,House paid in full
13797,1379701,132.0512,Nova Scotia,70 years and over,Female,Married,54715.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1596.03655,0.0,Yes,40k - 60k,House paid in full
13827,1382702,200.8106,Nova Scotia,30 to 34 years,Male,Married,83940.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2448.5298000000003,1100.0,Yes,80k - 100k,$800 - $1600 /month
13835,1383502,122.9186,Nova Scotia,55 to 59 years,Male,Married,28590.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,200.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,833.9703000000001,200.0,Yes,< 40k,< $800/month
13859,1385902,181.7866,Nova Scotia,60 to 64 years,Male,Married,66210.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1931.3457,0.0,Yes,60k - 80k,House paid in full
13866,1386601,156.5917,Nova Scotia,55 to 59 years,Female,"Separated, divorced or widowed",8000.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Moderately food insecure,Valid skip,Moderately food insecure,233.36,0.0,Yes,< 40k,House paid in full
13871,1387101,136.8433,Nova Scotia,55 to 59 years,Female,Common-law,46980.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1370.4066,600.0,Yes,40k - 60k,< $800/month
13892,1389202,138.5155,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",19225.0,1,One person household,Yes,No,Yes,Yes,Yes,Not owned by a member of the household,,,400.0,Yes,In core housing need,Food secure,Valid skip,Food secure,560.7932500000001,400.0,Yes,< 40k,< $800/month
13894,1389401,204.2879,Nova Scotia,60 to 64 years,Male,Common-law,40310.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1175.8427000000001,0.0,Yes,40k - 60k,House paid in full
13911,1391102,251.3646,Nova Scotia,40 to 44 years,Female,Married,62640.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1200.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1827.2088,1200.0,Yes,60k - 80k,$800 - $1600 /month
13921,1392101,163.3006,Nova Scotia,30 to 34 years,Male,Married,68635.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1200.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2002.0829500000002,1200.0,Yes,60k - 80k,$800 - $1600 /month
13964,1396401,120.5281,Nova Scotia,50 to 54 years,Female,"Separated, divorced or widowed",66595.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,1200.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1942.57615,1200.0,Yes,60k - 80k,$800 - $1600 /month
13968,1396801,247.3451,Nova Scotia,50 to 54 years,Male,Married,69650.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2031.6905000000002,0.0,Yes,60k - 80k,House paid in full
13977,1397702,224.0779,Nova Scotia,25 to 29 years,Female,Common-law,14375.0,2,Two or more person household/One economic family,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,600.0,No,In core housing need,Severely food insecure,Valid skip,Severely food insecure,419.31875,600.0,No,< 40k,< $800/month
13994,1399401,174.9194,Nova Scotia,65 to 69 years,Male,Married,73720.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2150.4124,0.0,Yes,60k - 80k,House paid in full
14002,1400201,301.0675,Nova Scotia,40 to 44 years,Female,Married,60700.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1770.6190000000001,1100.0,Yes,60k - 80k,$800 - $1600 /month
14023,1402302,199.4083,Nova Scotia,35 to 39 years,Female,Married,50700.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,1478.919,900.0,Yes,40k - 60k,$800 - $1600 /month
14032,1403201,256.0699,Nova Scotia,70 years and over,Male,Single (never married),26330.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,Not in core housing need,Moderately food insecure,Valid skip,Moderately food insecure,768.0461,600.0,Yes,< 40k,< $800/month
14058,1405801,88.3018,Nova Scotia,30 to 34 years,Male,Married,112915.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1200.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,3293.73055,1200.0,Yes,100k - 200k,$800 - $1600 /month
14063,1406301,181.3867,Nova Scotia,40 to 44 years,Female,Single (never married),25655.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,In core housing need,Food secure,Valid skip,Food secure,748.35635,600.0,Yes,< 40k,< $800/month
14088,1408804,401.9626,Nova Scotia,55 to 59 years,Female,Married,106910.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1800.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,3118.5647000000004,1800.0,Yes,100k - 200k,$1600 - $2400 /month
14089,1408901,133.896,Nova Scotia,55 to 59 years,Female,Married,51765.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1509.98505,0.0,Yes,40k - 60k,House paid in full
14105,1410501,116.5179,Nova Scotia,35 to 39 years,Female,"Separated, divorced or widowed",63580.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,No,Not in core housing need,Severely food insecure,Moderately food insecure,Severely food insecure,1854.6286,1000.0,Yes,60k - 80k,$800 - $1600 /month
14106,1410602,209.892,Nova Scotia,18 to 24 years,Male,Single (never married),38365.0,2,Two or more person household/Two or more economic families,Yes,No,No,No,No,Not owned by a member of the household,,,1500.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1119.10705,1500.0,No,< 40k,$800 - $1600 /month
14109,1410901,239.8548,Nova Scotia,60 to 64 years,Male,Single (never married),29495.0,2,Two or more person household/Two or more economic families,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,860.36915,800.0,Yes,< 40k,$800 - $1600 /month
14122,1412202,157.5342,Nova Scotia,70 years and over,Male,Married,43000.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1254.3100000000002,0.0,Yes,40k - 60k,House paid in full
14125,1412501,206.5252,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",36270.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1057.9959000000001,0.0,Yes,< 40k,House paid in full
14150,1415001,190.9403,Nova Scotia,65 to 69 years,Male,"Separated, divorced or widowed",51890.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,No,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,1513.6313,1000.0,Yes,40k - 60k,$800 - $1600 /month
14156,1415601,215.5659,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",28630.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,900.0,No,In core housing need,Moderately food insecure,Valid skip,Moderately food insecure,835.1371,900.0,No,< 40k,$800 - $1600 /month
14165,1416501,324.2945,Nova Scotia,18 to 24 years,Female,Single (never married),29625.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,900.0,No,Not in core housing need,Food secure,Valid skip,Food secure,864.16125,900.0,No,< 40k,$800 - $1600 /month
14177,1417701,149.1499,Nova Scotia,45 to 49 years,Female,Married,59325.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Not in core housing need,Marginally food insecure,Food secure,Marginally food insecure,1730.51025,700.0,Yes,40k - 60k,< $800/month
14193,1419301,158.9598,Nova Scotia,25 to 29 years,Female,Not stated,35305.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1029.8468500000001,600.0,Yes,< 40k,< $800/month
14204,1420401,150.1432,Nova Scotia,40 to 44 years,Male,"Separated, divorced or widowed",10600.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,600.0,Yes,Valid skip,Food secure,Valid skip,Food secure,309.202,600.0,No,< 40k,< $800/month
14219,1421901,144.5935,Nova Scotia,55 to 59 years,Male,Married,58840.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1716.3628,0.0,Yes,40k - 60k,House paid in full
14222,1422201,164.736,Nova Scotia,60 to 64 years,Female,"Separated, divorced or widowed",31590.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,No,Valid skip,Moderately food insecure,Valid skip,Moderately food insecure,921.4803,1000.0,No,< 40k,$800 - $1600 /month
14223,1422302,132.8953,Nova Scotia,70 years and over,Male,Married,59345.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1200.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1731.09365,1200.0,Yes,40k - 60k,$800 - $1600 /month
14227,1422702,195.9722,Nova Scotia,70 years and over,Male,Married,51580.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1504.5886,0.0,Yes,40k - 60k,House paid in full
14237,1423701,189.5261,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",57610.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,900.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1680.4837,900.0,Yes,40k - 60k,$800 - $1600 /month
14254,1425401,149.68,Nova Scotia,70 years and over,Male,Married,47245.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1378.1366500000001,0.0,Yes,40k - 60k,House paid in full
14290,1429001,137.7381,Nova Scotia,50 to 54 years,Male,Common-law,46090.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1344.4453,1000.0,Yes,40k - 60k,$800 - $1600 /month
14291,1429101,631.3226,Nova Scotia,35 to 39 years,Male,Single (never married),39570.0,3,Two or more person household/Two or more economic families,Yes,No,No,No,No,Not owned by a member of the household,,,1100.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1154.2569,1100.0,Yes,< 40k,$800 - $1600 /month
14293,1429301,142.4091,Nova Scotia,70 years and over,Male,Married,36985.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1078.85245,0.0,Yes,< 40k,House paid in full
14297,1429701,178.3279,Nova Scotia,45 to 49 years,Female,Married,101755.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1600.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2968.19335,1600.0,Yes,100k - 200k,$1600 - $2400 /month
14322,1432201,218.631,Nova Scotia,60 to 64 years,Male,Married,66500.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1939.805,0.0,Yes,60k - 80k,House paid in full
14326,1432601,141.4827,Nova Scotia,25 to 29 years,Female,Single (never married),24600.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Marginally food insecure,Valid skip,Marginally food insecure,717.582,0.0,Yes,< 40k,House paid in full
14358,1435801,146.3417,Nova Scotia,65 to 69 years,Male,Married,39010.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1137.9217,0.0,Yes,< 40k,House paid in full
14364,1436402,200.2001,Nova Scotia,35 to 39 years,Male,Married,46290.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1300.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,1350.2793000000001,1300.0,Yes,40k - 60k,$800 - $1600 /month
14390,1439001,103.2418,Nova Scotia,65 to 69 years,Male,"Separated, divorced or widowed",10000.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,200.0,Yes,In core housing need,Food secure,Valid skip,Food secure,291.7,200.0,Yes,< 40k,< $800/month
14407,1440701,193.9734,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",45775.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1300.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1335.25675,1300.0,Yes,40k - 60k,$800 - $1600 /month
14437,1443702,113.031,Nova Scotia,60 to 64 years,Female,Not stated,37115.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,No,Valid skip,Food secure,Food secure,Food secure,1082.64455,700.0,Yes,< 40k,< $800/month
14448,1444801,283.099,Nova Scotia,35 to 39 years,Male,Married,48195.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Marginally food insecure,Marginally food insecure,Marginally food insecure,1405.84815,800.0,Yes,40k - 60k,$800 - $1600 /month
14457,1445701,278.0329,Nova Scotia,40 to 44 years,Male,Single (never married),56530.0,2,Two or more person household/Two or more economic families,Yes,No,No,No,No,Owned by a member of the household,300.0,,,Valid skip,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,1648.9801,300.0,Yes,40k - 60k,< $800/month
14459,1445901,181.9089,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",23220.0,1,One person household,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,677.3274,0.0,Yes,< 40k,House paid in full
14471,1447101,184.6199,Nova Scotia,60 to 64 years,Male,Married,165745.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1600.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,4834.78165,1600.0,Yes,100k - 200k,$1600 - $2400 /month
14477,1447701,106.9057,Nova Scotia,70 years and over,Male,"Separated, divorced or widowed",36285.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1058.43345,0.0,Yes,< 40k,House paid in full
14558,1455801,202.424,Nova Scotia,55 to 59 years,Male,Single (never married),20205.0,1,One person household,Yes,No,Yes,Yes,Yes,Owned by a member of the household,800.0,,,Valid skip,In core housing need,Food secure,Valid skip,Food secure,589.37985,800.0,No,< 40k,$800 - $1600 /month
14573,1457301,305.4348,Nova Scotia,35 to 39 years,Male,Single (never married),25360.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,Valid skip,Severely food insecure,Valid skip,Severely food insecure,739.7512,600.0,Yes,< 40k,< $800/month
14584,1458402,138.679,Nova Scotia,65 to 69 years,Male,Married,50130.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1462.2921000000001,0.0,Yes,40k - 60k,House paid in full
14648,1464801,132.2432,Nova Scotia,65 to 69 years,Male,Married,40490.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1181.0933,0.0,Yes,40k - 60k,House paid in full
14661,1466101,184.92,Nova Scotia,25 to 29 years,Female,Common-law,76760.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2600.0,,,Valid skip,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,2239.0892,2600.0,No,60k - 80k,> $2400 /month
14676,1467601,179.314,Nova Scotia,45 to 49 years,Female,Common-law,39150.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,900.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1142.0055,900.0,Yes,< 40k,$800 - $1600 /month
